,hotel_name,rating,room_description,price,location_descirption,long_description
977,Kings Of Rome Apartments,8.8,"One-Bedroom House
Entire holiday home • 1 bedroom • 1 bathroom • 1 kitchen • 45m²
2 beds (1 sofa bed, 1 large double)
Free cancellation
Only 2 left at this price on our site",€ 970,"Appio Latino, RomeShow on map4.4 km from centreMetro access","You're eligible for a Genius discount at Kings Of Rome Apartments! To save at this property, all you have to do is sign in.
Situated in Rome, less than 1 km from Ponte Lungo Metro Station, Kings Of Rome Apartments features air-conditioned rooms with free WiFi and express check-in and check-out. There is a private entrance at the holiday home for the convenience of those who stay. The holiday home has family rooms.

Each unit has a patio, a fully equipped kitchen with an oven, a seating area, a flat-screen TV, a washing machine, and a private bathroom with bidet and a hair dryer. A microwave, a fridge and stovetop are also offered, as well as a coffee machine. At the holiday home, units include bed linen and towels.

San Giovanni Metro Station is 2.3 km from the holiday home, while Porta Maggiore is 2.8 km from the property. The nearest airport is Rome Ciampino Airport, 10 km from Kings Of Rome Apartments."
978,Casa Minerva a Testaccio,9.2,"One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 2 bathrooms • 1 kitchen • 70m²
3 beds (1 single, 1 sofa bed, 1 large double)
Only 1 left at this price on our site",€ 886,"Portuense, RomeShow on map2.6 km from centre","Situated in Rome, 500 metres from Roma Trastevere Train Station and 2.8 km from Basilica San Paolo Metro Station, Casa Minerva a Testaccio offers air conditioning. During your time staying in this recently renovated apartment, dating back to 1980, you will have access to free WiFi. The property is non-smoking and is set 2.9 km from Campo de' Fiori.

The 1-bedroom apartment has a living room with a flat-screen TV, a fully equipped kitchen with an oven and a fridge, and 2 bathrooms with a hair dryer. Towels and bed linen are offered in the apartment.

Roman Forum is 3 km from the apartment, while Palazzo Venezia is 3.2 km from the property. The nearest airport is Fiumicino Airport, 21 km from Casa Minerva a Testaccio."
979,Vatican Doors Flat,8.3,"One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 40m²
2 beds (1 sofa bed, 1 large double)
Only 1 left at this price on our site","€ 1,050","Trionfale, RomeShow on map2.7 km from centreMetro access","You're eligible for a Genius discount at Vatican Doors Flat! To save at this property, all you have to do is sign in.
Situated 600 metres from St. Peter's Basilica in Rome, this apartment features free WiFi. The apartment is 600 metres from Vatican Museums.

There is a seating area and a kitchen. A flat-screen TV is featured.

Guests can enjoy discounts on guided tours.

The Vatican is 700 metres from the property while the nearest airport is Rome Ciampino Airport, 17 km from 4BNB - Vatican Doors Flat."
980,Rhome Accomodation,9.4,"Apartment
Entire apartment • 1 bedroom • 1 living room • 2 bathrooms • 1 kitchen • 60m²
2 beds (1 sofa bed, 1 large double)
Free cancellation
Only 1 left at this price on our site","€ 1,089","Trionfale, RomeShow on map3 km from centreMetro access","You're eligible for a Genius discount at Rhome Accomodation! To save at this property, all you have to do is sign in.
Situated in Rome, a 4-minute walk from Cipro Metro Station of line A, this air-conditioned apartment features free WiFi.

The modern-furnished apartment comes with a seating area and a kitchenette compete with a microwave, a toaster and a fridge, as well as a coffee machine. A flat-screen TV is provided. There are 2 bathrooms equipped with a hairdryer.

Vatican Museums is 450 metres from Rhome Accomodation, while St. Peter's Basilica is 1.4 km away. The nearest airport is Rome Ciampino Airport, 35 km from the property."
981,White Home Suite and Rooms,7.6,"Double Room
1 large double bed
Free cancellation
Only 1 room left at this price on our site",€ 832,"Vaticano Prati, RomeShow on map2.2 km from centreMetro access","You're eligible for a Genius discount at White Home Suite and Rooms! To save at this property, all you have to do is sign in.
Located in Rome, within 800 metres of Lepanto Metro Station and less than 1 km of Vatican Museums, White Home Suite and Rooms provides free WiFi throughout the property. Located in the Vaticano Prati district, the property provides guests with access to a hot tub. The property is 2 km from the city centre and 500 metres from Ottaviano Metro Station.

The hotel will provide guests with air-conditioned rooms offering a desk, a safety deposit box, a flat-screen TV, a patio and a private bathroom with a bidet.

Popular points of interest near White Home Suite and Rooms include Castel Sant'Angelo, St Peter's Square and The Vatican. The nearest airport is Rome Ciampino, 18 km from the accommodation, and the property offers a paid airport shuttle service."
982,Casa Leoncino B&B,9.5,"Double Room
1 large double bed
Breakfast included
Only 1 room left at this price on our site","€ 1,141","Spagna, RomeShow on map1.1 km from centre","Attractively situated in Rome, Casa Leoncino B&B features a buffet breakfast and free WiFi. This recently renovated bed and breakfast is located 800 metres from Trevi Fountain and less than 1 km from Piazza Navona. The accommodation provides a lift and a shared kitchen for guests.

The bed and breakfast will provide guests with air-conditioned units with a desk, a safety deposit box, a flat-screen TV and a private bathroom with a bidet. Guests can have fruits and chocolates or cookies delivered to their room. At the bed and breakfast, every unit is fitted with bed linen and towels.

Popular points of interest near the bed and breakfast include Barberini Metro Station, Piazza Barberini and Spanish Steps. The nearest airport is Rome Ciampino, 16 km from Casa Leoncino B&B, and the property offers a paid airport shuttle service."
983,Quela Apartment - Pietralata,9.4,"One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40m²
2 beds (1 sofa bed, 1 large double)
Free cancellation
Only 1 left at this price on our site",€ 969,"Tiburtino, RomeShow on map6.1 km from centreMetro access","You're eligible for a Genius discount at Quela Apartment - Pietralata! To save at this property, all you have to do is sign in.
Boasting air-conditioned accommodation with a terrace, Quela Apartment - Pietralata is set in Rome. Complimentary WiFi is offered throughout the property and private parking is available on site. The property is non-smoking and is located 2.6 km from Rebibbia Metro Station.

The 1-bedroom apartment has a living room with a flat-screen TV, a fully equipped kitchen with a dishwasher and an oven, and 1 bathroom with a hair dryer. Towels and bed linen are featured in the apartment.

There is a coffee shop on-site.

Tiburtina Metro Station is 3.3 km from the apartment, while Roma Tiburtina Train Station is 3.3 km from the property. The nearest airport is Rome Ciampino Airport, 21 km from Quela Apartment - Pietralata."
984,1 Bis Flat,6.9,"Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 50m²
3 beds (1 single, 1 sofa bed, 1 large double)
Free cancellation
No prepayment needed – pay at the property
Only 1 left at this price on our site",€ 648,"Appio Latino, RomeShow on map4.4 km from centre","Set in Rome, 1.4 km from Ponte Lungo Metro Station and 2.6 km from San Giovanni Metro Station, 1 Bis Flat offers air conditioning. Free WiFi is offered throughout the property and private parking is available on site. The property is non-smoking and is located 2.9 km from Porta Maggiore.

This apartment includes 2 bedrooms, a living room and a flat-screen TV, an equipped kitchen with a dining area, and 1 bathroom with a bidet and a washing machine. Towels and bed linen are provided in the apartment.

Vittorio Emanuele Metro Station is 3.8 km from the apartment, while Santa Maria Maggiore is 4.6 km from the property. The nearest airport is Rome Ciampino Airport, 11 km from 1 Bis Flat."
985,Amazing RoofTop close to Vatican & Cola di Rienzo,,"One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 78m²
2 beds (1 sofa bed, 1 large double)
Only 1 left at this price on our site","€ 1,333","Vaticano Prati, RomeShow on map2.1 km from centreMetro access","Right in the heart of Rome, situated within a short distance of Castel Sant'Angelo and Ottaviano Metro Station, Amazing RoofTop close to Vatican & Cola di Rienzo offers free WiFi, air conditioning and household amenities such as a fridge and coffee machine. It is located less than 1 km from Vatican Museums and features a minimarket. The apartment features a hot tub and a shared kitchen.

The spacious apartment with a terrace and city views has 1 bedroom, a living room, a flat-screen TV, an equipped kitchen with a dishwasher and a microwave, and 1 bathroom with a hot tub. Towels and bed linen are available in the apartment. The property has an outdoor dining area.

Guests can also relax in the shared lounge area.

Popular points of interest near the apartment include Lepanto Metro Station, St Peter's Square and The Vatican. The nearest airport is Rome Ciampino, 17 km from Amazing RoofTop close to Vatican & Cola di Rienzo, and the property offers a paid airport shuttle service."
986,My Vatican Home in Rome,,"Two-Bedroom Apartment
3 beds (2 singles, 1 double)",€ 832,"Aurelio, RomeShow on map3.6 km from centreMetro access","My Vatican Home in Rome is set in the Aurelio district of Rome, 2.5 km from Lepanto Metro Station, 2.7 km from Castel Sant'Angelo and 2.8 km from St. Peter's Basilica. The air-conditioned accommodation is 1.6 km from Vatican Museums, and guests can benefit from private parking available on site and free WiFi. The property is non-smoking and is located 1.9 km from Ottaviano Metro Station.

This apartment comes with 2 bedrooms, a kitchen with a dishwasher and an oven, a flat-screen TV, a seating area and 2 bathrooms equipped with a bidet. Towels and bed linen are featured in the apartment.

Battistini Metro Station is 3.3 km from the apartment, while St Peter's Square is 3.4 km away. The nearest airport is Fiumicino Airport, 26 km from My Vatican Home in Rome."
